captured_at,topic_id,poll_id,participant_count,result_visible,option_id,option,votes,percent,note
2026-07-14T10:11:31+08:00,493741132,10258668,3547,false,32843356,anna 刘耀文,,,未登录/未投票页面提示“投票后可查看结果”
2026-07-14T10:11:31+08:00,493741132,10258668,3547,false,32843357,Mimi 张泽禹,,,未登录/未投票页面提示“投票后可查看结果”
2026-07-14T10:11:31+08:00,493741132,10258668,3547,false,32843358,牙雾笑主 陈浚铭,,,未登录/未投票页面提示“投票后可查看结果”
2026-07-14T10:11:31+08:00,493741132,10258668,3547,false,32843359,杨梅饮 马嘉祺,,,未登录/未投票页面提示“投票后可查看结果”
2026-07-14T10:11:31+08:00,493741132,10258668,3547,false,32843360,章若楠 丁程鑫,,,未登录/未投票页面提示“投票后可查看结果”
2026-07-14T10:11:31+08:00,493741132,10258668,3547,false,32843361,Cd 冷却中贺峻霖,,,未登录/未投票页面提示“投票后可查看结果”
2026-07-14T10:11:31+08:00,493741132,10258668,3547,false,32843362,ahdkewn白敬亭,,,未登录/未投票页面提示“投票后可查看结果”
2026-07-14T10:11:31+08:00,493741132,10258668,3547,false,32843363,睡着了也困鞠婧祎,,,未登录/未投票页面提示“投票后可查看结果”
2026-07-14T10:11:31+08:00,493741132,10258668,3547,false,32843364,芝麻酱饼张极,,,未登录/未投票页面提示“投票后可查看结果”
2026-07-14T10:11:31+08:00,493741132,10258668,3547,false,32843365,香芹又青 李兰迪,,,未登录/未投票页面提示“投票后可查看结果”
2026-07-14T10:11:31+08:00,493741132,10258668,3547,false,32843366,卖掉裤衩来上网李煜东,,,未登录/未投票页面提示“投票后可查看结果”
2026-07-14T10:11:31+08:00,493741132,10258668,3547,false,32843367,FreiGeist成毅,,,未登录/未投票页面提示“投票后可查看结果”
2026-07-14T10:11:31+08:00,493741132,10258668,3547,false,32843368,甜酱吃一口左航,,,未登录/未投票页面提示“投票后可查看结果”
2026-07-14T10:11:31+08:00,493741132,10258668,3547,false,32843369,生打青椰肖战,,,未登录/未投票页面提示“投票后可查看结果”
2026-07-14T10:11:31+08:00,493741132,10258668,3547,false,32843370,狐狸小狗陈思罕,,,未登录/未投票页面提示“投票后可查看结果”
2026-07-14T10:11:31+08:00,493741132,10258668,3547,false,32843371,功夫豆浆左奇函,,,未登录/未投票页面提示“投票后可查看结果”
2026-07-14T10:11:31+08:00,493741132,10258668,3547,false,32843372,momo王源,,,未登录/未投票页面提示“投票后可查看结果”
2026-07-14T10:31:18+08:00,493741132,10258668,3559,true,32843356,anna 刘耀文,905,25,已登录/已投票后可查看结果
2026-07-14T10:31:18+08:00,493741132,10258668,3559,true,32843357,Mimi 张泽禹,195,5,已登录/已投票后可查看结果
2026-07-14T10:31:18+08:00,493741132,10258668,3559,true,32843358,牙雾笑主 陈浚铭,757,21,已登录/已投票后可查看结果
2026-07-14T10:31:18+08:00,493741132,10258668,3559,true,32843359,杨梅饮 马嘉祺,773,22,已登录/已投票后可查看结果
2026-07-14T10:31:18+08:00,493741132,10258668,3559,true,32843360,章若楠 丁程鑫,712,20,已登录/已投票后可查看结果
2026-07-14T10:31:18+08:00,493741132,10258668,3559,true,32843361,Cd 冷却中贺峻霖,279,8,已登录/已投票后可查看结果
2026-07-14T10:31:18+08:00,493741132,10258668,3559,true,32843362,ahdkewn白敬亭,841,24,已登录/已投票后可查看结果
2026-07-14T10:31:18+08:00,493741132,10258668,3559,true,32843363,睡着了也困鞠婧祎,667,19,已登录/已投票后可查看结果
2026-07-14T10:31:18+08:00,493741132,10258668,3559,true,32843364,芝麻酱饼张极,209,6,已登录/已投票后可查看结果
2026-07-14T10:31:18+08:00,493741132,10258668,3559,true,32843365,香芹又青 李兰迪,483,14,已登录/已投票后可查看结果
2026-07-14T10:31:18+08:00,493741132,10258668,3559,true,32843366,卖掉裤衩来上网李煜东,253,7,已登录/已投票后可查看结果
2026-07-14T10:31:18+08:00,493741132,10258668,3559,true,32843367,FreiGeist成毅,253,7,已登录/已投票后可查看结果
2026-07-14T10:31:18+08:00,493741132,10258668,3559,true,32843368,甜酱吃一口左航,280,8,已登录/已投票后可查看结果
2026-07-14T10:31:18+08:00,493741132,10258668,3559,true,32843369,生打青椰肖战,331,9,已登录/已投票后可查看结果
2026-07-14T10:31:18+08:00,493741132,10258668,3559,true,32843370,狐狸小狗陈思罕,821,23,已登录/已投票后可查看结果
2026-07-14T10:31:18+08:00,493741132,10258668,3559,true,32843371,功夫豆浆左奇函,378,11,已登录/已投票后可查看结果
2026-07-14T10:31:18+08:00,493741132,10258668,3559,true,32843372,momo王源,567,16,已登录/已投票后可查看结果
2026-07-14T10:42:28+08:00,493741132,10258668,3561,true,32843356,anna 刘耀文,905,25,已登录/已投票后可查看结果
2026-07-14T10:42:28+08:00,493741132,10258668,3561,true,32843357,Mimi 张泽禹,195,5,已登录/已投票后可查看结果
2026-07-14T10:42:28+08:00,493741132,10258668,3561,true,32843358,牙雾笑主 陈浚铭,757,21,已登录/已投票后可查看结果
2026-07-14T10:42:28+08:00,493741132,10258668,3561,true,32843359,杨梅饮 马嘉祺,773,22,已登录/已投票后可查看结果
2026-07-14T10:42:28+08:00,493741132,10258668,3561,true,32843360,章若楠 丁程鑫,712,20,已登录/已投票后可查看结果
2026-07-14T10:42:28+08:00,493741132,10258668,3561,true,32843361,Cd 冷却中贺峻霖,279,8,已登录/已投票后可查看结果
2026-07-14T10:42:28+08:00,493741132,10258668,3561,true,32843362,ahdkewn白敬亭,842,24,已登录/已投票后可查看结果
2026-07-14T10:42:28+08:00,493741132,10258668,3561,true,32843363,睡着了也困鞠婧祎,669,19,已登录/已投票后可查看结果
2026-07-14T10:42:28+08:00,493741132,10258668,3561,true,32843364,芝麻酱饼张极,209,6,已登录/已投票后可查看结果
2026-07-14T10:42:28+08:00,493741132,10258668,3561,true,32843365,香芹又青 李兰迪,484,14,已登录/已投票后可查看结果
2026-07-14T10:42:28+08:00,493741132,10258668,3561,true,32843366,卖掉裤衩来上网李煜东,253,7,已登录/已投票后可查看结果
2026-07-14T10:42:28+08:00,493741132,10258668,3561,true,32843367,FreiGeist成毅,253,7,已登录/已投票后可查看结果
2026-07-14T10:42:28+08:00,493741132,10258668,3561,true,32843368,甜酱吃一口左航,280,8,已登录/已投票后可查看结果
2026-07-14T10:42:28+08:00,493741132,10258668,3561,true,32843369,生打青椰肖战,331,9,已登录/已投票后可查看结果
2026-07-14T10:42:28+08:00,493741132,10258668,3561,true,32843370,狐狸小狗陈思罕,821,23,已登录/已投票后可查看结果
2026-07-14T10:42:28+08:00,493741132,10258668,3561,true,32843371,功夫豆浆左奇函,378,11,已登录/已投票后可查看结果
2026-07-14T10:42:28+08:00,493741132,10258668,3561,true,32843372,momo王源,568,16,已登录/已投票后可查看结果
2026-07-14T11:12:28+08:00,493741132,10258668,3584,true,32843356,anna 刘耀文,908,25,已登录/已投票后可查看结果
2026-07-14T11:12:28+08:00,493741132,10258668,3584,true,32843357,Mimi 张泽禹,196,5,已登录/已投票后可查看结果
2026-07-14T11:12:28+08:00,493741132,10258668,3584,true,32843358,牙雾笑主 陈浚铭,761,21,已登录/已投票后可查看结果
2026-07-14T11:12:28+08:00,493741132,10258668,3584,true,32843359,杨梅饮 马嘉祺,774,22,已登录/已投票后可查看结果
2026-07-14T11:12:28+08:00,493741132,10258668,3584,true,32843360,章若楠 丁程鑫,716,20,已登录/已投票后可查看结果
2026-07-14T11:12:28+08:00,493741132,10258668,3584,true,32843361,Cd 冷却中贺峻霖,280,8,已登录/已投票后可查看结果
2026-07-14T11:12:28+08:00,493741132,10258668,3584,true,32843362,ahdkewn白敬亭,846,24,已登录/已投票后可查看结果
2026-07-14T11:12:28+08:00,493741132,10258668,3584,true,32843363,睡着了也困鞠婧祎,680,19,已登录/已投票后可查看结果
2026-07-14T11:12:28+08:00,493741132,10258668,3584,true,32843364,芝麻酱饼张极,209,6,已登录/已投票后可查看结果
2026-07-14T11:12:28+08:00,493741132,10258668,3584,true,32843365,香芹又青 李兰迪,489,14,已登录/已投票后可查看结果
2026-07-14T11:12:28+08:00,493741132,10258668,3584,true,32843366,卖掉裤衩来上网李煜东,254,7,已登录/已投票后可查看结果
2026-07-14T11:12:28+08:00,493741132,10258668,3584,true,32843367,FreiGeist成毅,254,7,已登录/已投票后可查看结果
2026-07-14T11:12:28+08:00,493741132,10258668,3584,true,32843368,甜酱吃一口左航,281,8,已登录/已投票后可查看结果
2026-07-14T11:12:28+08:00,493741132,10258668,3584,true,32843369,生打青椰肖战,334,9,已登录/已投票后可查看结果
2026-07-14T11:12:28+08:00,493741132,10258668,3584,true,32843370,狐狸小狗陈思罕,826,23,已登录/已投票后可查看结果
2026-07-14T11:12:28+08:00,493741132,10258668,3584,true,32843371,功夫豆浆左奇函,383,11,已登录/已投票后可查看结果
2026-07-14T11:12:28+08:00,493741132,10258668,3584,true,32843372,momo王源,574,16,已登录/已投票后可查看结果
2026-07-14T11:15:04+08:00,493741132,10258668,3586,true,32843356,anna 刘耀文,908,25,已登录/已投票后可查看结果
2026-07-14T11:15:04+08:00,493741132,10258668,3586,true,32843357,Mimi 张泽禹,196,5,已登录/已投票后可查看结果
2026-07-14T11:15:04+08:00,493741132,10258668,3586,true,32843358,牙雾笑主 陈浚铭,762,21,已登录/已投票后可查看结果
2026-07-14T11:15:04+08:00,493741132,10258668,3586,true,32843359,杨梅饮 马嘉祺,774,22,已登录/已投票后可查看结果
2026-07-14T11:15:04+08:00,493741132,10258668,3586,true,32843360,章若楠 丁程鑫,716,20,已登录/已投票后可查看结果
2026-07-14T11:15:04+08:00,493741132,10258668,3586,true,32843361,Cd 冷却中贺峻霖,280,8,已登录/已投票后可查看结果
2026-07-14T11:15:04+08:00,493741132,10258668,3586,true,32843362,ahdkewn白敬亭,846,24,已登录/已投票后可查看结果
2026-07-14T11:15:04+08:00,493741132,10258668,3586,true,32843363,睡着了也困鞠婧祎,681,19,已登录/已投票后可查看结果
2026-07-14T11:15:04+08:00,493741132,10258668,3586,true,32843364,芝麻酱饼张极,209,6,已登录/已投票后可查看结果
2026-07-14T11:15:04+08:00,493741132,10258668,3586,true,32843365,香芹又青 李兰迪,489,14,已登录/已投票后可查看结果
2026-07-14T11:15:04+08:00,493741132,10258668,3586,true,32843366,卖掉裤衩来上网李煜东,254,7,已登录/已投票后可查看结果
2026-07-14T11:15:04+08:00,493741132,10258668,3586,true,32843367,FreiGeist成毅,254,7,已登录/已投票后可查看结果
2026-07-14T11:15:04+08:00,493741132,10258668,3586,true,32843368,甜酱吃一口左航,281,8,已登录/已投票后可查看结果
2026-07-14T11:15:04+08:00,493741132,10258668,3586,true,32843369,生打青椰肖战,334,9,已登录/已投票后可查看结果
2026-07-14T11:15:04+08:00,493741132,10258668,3586,true,32843370,狐狸小狗陈思罕,826,23,已登录/已投票后可查看结果
2026-07-14T11:15:04+08:00,493741132,10258668,3586,true,32843371,功夫豆浆左奇函,383,11,已登录/已投票后可查看结果
2026-07-14T11:15:04+08:00,493741132,10258668,3586,true,32843372,momo王源,574,16,已登录/已投票后可查看结果
2026-07-14T11:18:40+08:00,493741132,10258668,3591,true,32843356,anna 刘耀文,909,25,已登录/已投票后可查看结果
2026-07-14T11:18:40+08:00,493741132,10258668,3591,true,32843357,Mimi 张泽禹,196,5,已登录/已投票后可查看结果
2026-07-14T11:18:40+08:00,493741132,10258668,3591,true,32843358,牙雾笑主 陈浚铭,763,21,已登录/已投票后可查看结果
2026-07-14T11:18:40+08:00,493741132,10258668,3591,true,32843359,杨梅饮 马嘉祺,776,22,已登录/已投票后可查看结果
2026-07-14T11:18:40+08:00,493741132,10258668,3591,true,32843360,章若楠 丁程鑫,717,20,已登录/已投票后可查看结果
2026-07-14T11:18:40+08:00,493741132,10258668,3591,true,32843361,Cd 冷却中贺峻霖,280,8,已登录/已投票后可查看结果
2026-07-14T11:18:40+08:00,493741132,10258668,3591,true,32843362,ahdkewn白敬亭,848,24,已登录/已投票后可查看结果
2026-07-14T11:18:40+08:00,493741132,10258668,3591,true,32843363,睡着了也困鞠婧祎,683,19,已登录/已投票后可查看结果
2026-07-14T11:18:40+08:00,493741132,10258668,3591,true,32843364,芝麻酱饼张极,209,6,已登录/已投票后可查看结果
2026-07-14T11:18:40+08:00,493741132,10258668,3591,true,32843365,香芹又青 李兰迪,490,14,已登录/已投票后可查看结果
2026-07-14T11:18:40+08:00,493741132,10258668,3591,true,32843366,卖掉裤衩来上网李煜东,254,7,已登录/已投票后可查看结果
2026-07-14T11:18:40+08:00,493741132,10258668,3591,true,32843367,FreiGeist成毅,255,7,已登录/已投票后可查看结果
2026-07-14T11:18:40+08:00,493741132,10258668,3591,true,32843368,甜酱吃一口左航,281,8,已登录/已投票后可查看结果
2026-07-14T11:18:40+08:00,493741132,10258668,3591,true,32843369,生打青椰肖战,335,9,已登录/已投票后可查看结果
2026-07-14T11:18:40+08:00,493741132,10258668,3591,true,32843370,狐狸小狗陈思罕,827,23,已登录/已投票后可查看结果
2026-07-14T11:18:40+08:00,493741132,10258668,3591,true,32843371,功夫豆浆左奇函,383,11,已登录/已投票后可查看结果
2026-07-14T11:18:40+08:00,493741132,10258668,3591,true,32843372,momo王源,576,16,已登录/已投票后可查看结果
2026-07-14T11:42:34+08:00,493741132,10258668,3606,true,32843356,anna 刘耀文,910,25,已登录/已投票后可查看结果
2026-07-14T11:42:34+08:00,493741132,10258668,3606,true,32843357,Mimi 张泽禹,197,5,已登录/已投票后可查看结果
2026-07-14T11:42:34+08:00,493741132,10258668,3606,true,32843358,牙雾笑主 陈浚铭,764,21,已登录/已投票后可查看结果
2026-07-14T11:42:34+08:00,493741132,10258668,3606,true,32843359,杨梅饮 马嘉祺,776,22,已登录/已投票后可查看结果
2026-07-14T11:42:34+08:00,493741132,10258668,3606,true,32843360,章若楠 丁程鑫,719,20,已登录/已投票后可查看结果
2026-07-14T11:42:34+08:00,493741132,10258668,3606,true,32843361,Cd 冷却中贺峻霖,281,8,已登录/已投票后可查看结果
2026-07-14T11:42:34+08:00,493741132,10258668,3606,true,32843362,ahdkewn白敬亭,850,24,已登录/已投票后可查看结果
2026-07-14T11:42:34+08:00,493741132,10258668,3606,true,32843363,睡着了也困鞠婧祎,688,19,已登录/已投票后可查看结果
2026-07-14T11:42:34+08:00,493741132,10258668,3606,true,32843364,芝麻酱饼张极,210,6,已登录/已投票后可查看结果
2026-07-14T11:42:34+08:00,493741132,10258668,3606,true,32843365,香芹又青 李兰迪,494,14,已登录/已投票后可查看结果
2026-07-14T11:42:34+08:00,493741132,10258668,3606,true,32843366,卖掉裤衩来上网李煜东,256,7,已登录/已投票后可查看结果
2026-07-14T11:42:34+08:00,493741132,10258668,3606,true,32843367,FreiGeist成毅,258,7,已登录/已投票后可查看结果
2026-07-14T11:42:34+08:00,493741132,10258668,3606,true,32843368,甜酱吃一口左航,281,8,已登录/已投票后可查看结果
2026-07-14T11:42:34+08:00,493741132,10258668,3606,true,32843369,生打青椰肖战,337,9,已登录/已投票后可查看结果
2026-07-14T11:42:34+08:00,493741132,10258668,3606,true,32843370,狐狸小狗陈思罕,831,23,已登录/已投票后可查看结果
2026-07-14T11:42:34+08:00,493741132,10258668,3606,true,32843371,功夫豆浆左奇函,386,11,已登录/已投票后可查看结果
2026-07-14T11:42:34+08:00,493741132,10258668,3606,true,32843372,momo王源,577,16,已登录/已投票后可查看结果
